smiles1,smiles2,score,uncertainty
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC1=CC2=CC=CC=C2C(=C1)O,0.5004900306443025,0.09543292484955931
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C(CO)N,0.6506604346373146,0.07517111130042071
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O,0.29931490856684834,0.06971187753853257
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,0.26723617947509687,0.08707784829437057
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)O)C,0.3641100674149223,0.07069418636995992
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(O2)C(C7O)O)CO)CO)CO)CO)CO)O)O)O,0.4030791522785414,0.06438079919682732
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC1=CC(=CC=C1)N,0.7295178227678879,0.07658604757623956
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC1=CC(=CC(=C1)N)C(O)=O,0.5464870099472037,0.04506875071208669
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC1=CC=CC(=C1)O,0.8107012854520039,0.0548088614759277
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC1=CC(=C(O)C=C1)C(O)=O,0.5536718379293226,0.0443913650101326
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC(O)C1OC(=O)C(=C1O)O,0.35693761966992754,0.08623294276212416
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OS(=O)(=O)C1=CC=CC=C1,0.4955029583843281,0.10085907119789266
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.22691937878331814,0.06882810751301827
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,O=C1NC(=O)NC(=O)N1,0.5785150938145855,0.04971464930589471
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,[NH3+]C(CS)C(=O)[O-],0.5557526817655648,0.04541833753929995
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OS(=O)(=O)CCS(O)(=O)=O,0.5971438473994422,0.08617214212982795
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NCCN,0.7043980930113846,0.07504988211656055
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC1(O)OCC(O)C(O)C1O,0.20038007255553744,0.1110805120355473
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,[C@@H]1([C@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O,0.4790133119687125,0.07481644235168788
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC1OC(O)C(O)C(O)C1O,0.43759040583988174,0.04670938676402242
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O,0.4211876544950782,0.09071719952781239
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CCCCCCC1=C(O)C=C(O)C=C1,0.5858590462783365,0.06762304392430778
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC1=CC=C(O)C=C1,0.9174650478398731,0.10342066559085432
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,0.6313848976688953,0.11186961068678106
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CS(O)(=O)=O,0.6550918538341131,0.05733481726114059
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CNCC(O)C(O)C(O)C(O)CO,0.4515737583938867,0.09378859134630613
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CCCCCC1=CC(=CC(=C1)O)O,0.6276783448839923,0.07873437070973441
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC1=CC(=CC(=C1)O)O,0.9999140009984636,0.0002579970046092117
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)C1=CC(=O)NC(=O)N1,0.34653406215772586,0.04965554268993275
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC(=O)NC1=CC=C(O)C=C1,0.5173722283244913,0.08176757107361224
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC1=CC=CC=C1,0.8959176263777543,0.05380306243801008
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,0.4117368760663867,0.06476799934282579
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C1=CC=C(C=C1)CC(C(=O)O)N,0.463608789681701,0.04090473483410274
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC1=CC(=CC(=C1)O)O,0.9552211605446125,0.052512152780403054
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC1=NC=C(CO)C(=C1O)CO,0.3651548428208094,0.07392215595358949
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC1=CC(=CC=C1)O,0.9641316613905279,0.042060052747308674
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,0.49384897131443506,0.07097331409906707
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.018542353191768134,0.033762761467224206
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NS(N)(=O)=O,0.6901912104117381,0.07348442597377067
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CN1C=NC2=C1C(=O)NC(=O)N2C,0.30923234870696975,0.07842086973913875
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C1CNCCN1,0.6978501010994534,0.046376677914026845
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)=O,0.022968176451571898,0.0324978834586821
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(CO)C(O)=O,0.6065506270657983,0.03866598912531986
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC(N)C(O)=O,0.7222990200733115,0.040744922239274686
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CN1C(=O)N(C)C2=C(N(CC(O)=O)C=N2)C1=O,0.046774297740219,0.05915621230198687
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(N)=O,0.7811921502058436,0.054360839965594585
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,O=C(O)/C=C\C(=O)O,0.7011352066979385,0.050499139676546796
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)CC(O)=O,0.7319514638260709,0.027121213719970134
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C1=CC=C(C=C1)[C@@H](C(=O)O)O,0.6176760257246087,0.035838830606117277
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(C(O)=O)c1ccccc1,0.6825114825552901,0.03831918939996741
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C([C@@H](C(=O)O)O)C(=O)O,0.6238579493573223,0.051306465228512906
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(CC(O)=O)C(O)=O,0.7137684276329874,0.028500948223192723
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC(O)C(O)=O,0.689341282434116,0.0651439238324049
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(CC(O)=O)C(O)=O,0.6066884756040964,0.062285260959876756
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)CCC(O)=O,0.699323424321924,0.04183091794253458
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)/C=C/C(=O)O,0.6750874830603222,0.06325127081432837
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,O=C1NS(=O)(=O)c2ccccc12,0.3841663203413853,0.047569547798770935
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C1=CC=C(C=C1)C(=O)O,0.7279179759261056,0.0349550359978443
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CN1C(=O)N(C)C2=C(NC=N2)C1=O,0.1576323326591927,0.03984192460282438
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(CO)(CO)CO,0.687096352555647,0.07817973780439294
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.10151552164555458,0.08903314720309573
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)CNC(=O)c1ccccc1,0.4839284634678189,0.05278151000513335
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NCC(O)=O,0.6269354066659736,0.043775938026749735
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(CCCNC(N)=N)C(O)=O,0.23644382030348857,0.07050610424363188
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,CC(O)=O,0.7894814610520199,0.048381284415991585
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)CC(O)(CC(O)=O)C(O)=O,0.5558905023582593,0.05388712922503627
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(=O)c1cccnc1,0.27451310465585765,0.13681661263524114
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,0.6324250417744541,0.04388267984821269
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NCCCCC(N)C(=O)O,0.46732698863342675,0.08853722315899346
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.7061731055146855,0.07091651812345288
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(C(O)C(O)=O)C(O)=O,0.73134184506992,0.058625472178629665
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OC(=O)c1cc(O)ccc1O,0.7296600327403897,0.06465015234206359
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,OCC(O)=O,0.732107306947888,0.051312859672698316
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,O=C(N)CCC(N)C(=O)O,0.4485169046151311,0.08685400946483418
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C23OO4,NC(Cc1ccc(O)cc1)C(O)=O,0.47224730975374885,0.05563632434061612
